Indexcd,Idxtrd01,Idxtrd02,Idxtrd03,Idxtrd04,Idxtrd05,Idxtrd06,Idxtrd07,Idxtrd08
交易所指数代码,交易日期,开盘指数,最高指数,最低指数,收盘指数,成份证券成交量,成份证券成交金额,指数回报率
没有单位,没有单位,没有单位,没有单位,没有单位,没有单位,万股,万元,没有单位
300,2019/1/9,3065.231,3117.961,3062.847,3078.476,1073643.5,11712967.89,1.0097
300,2019/1/10,3077.482,3092.541,3062.572,3072.686,852717.56,9020687.17,-0.1881
300,2019/1/11,3082.262,3102.833,3071.026,3094.778,717864.24,7742023.96,0.719
300,2019/1/14,3092.498,3097.406,3064.383,3067.785,661217.02,6811596.91,-0.8722
300,2019/1/15,3071.519,3129.371,3064.671,3127.99,887729.62,9997689.11,1.9625
300,2019/1/16,3126.135,3135.012,3117.293,3128.652,802143.41,8578159.18,0.0212
300,2019/1/17,3132.629,3141.71,3110.061,3111.417,801748.71,8288820.7,-0.5509
300,2019/1/18,3124.503,3171.686,3120.346,3168.174,1039638.34,10678065.85,1.8242
300,2019/1/21,3170.877,3199.213,3170.877,3185.636,939150.22,10553698.66,0.5512
300,2019/1/22,3181.949,3181.949,3135.338,3143.317,729905.28,7815087.63,-1.3284
300,2019/1/23,3136.096,3157.627,3131.867,3141.053,598704.78,6266965.2,-0.072
300,2019/1/24,3146.605,3165.63,3125.301,3158.782,729346.36,8096387.72,0.5644
300,2019/1/25,3165.181,3203.175,3164.408,3184.47,839677.29,9320795.47,0.8132
300,2019/1/28,3203.119,3228.868,3174.724,3183.778,826224.31,9737149.61,-0.0217
300,2019/1/29,3177.261,3200.99,3148.235,3193.97,776583.34,8594390.86,0.3201
300,2019/1/30,3181.655,3202.896,3167.893,3168.483,637465.17,7300512.34,-0.798
300,2019/1/31,3182.699,3216.067,3178.011,3201.633,862478.39,9750992.48,1.0462
300,2019/2/1,3225.734,3247.496,3207.717,3247.397,820196.41,9476641.28,1.4294
300,2019/2/11,3239.808,3307.064,3239.808,3306.473,988184.34,11475235.48,1.8192
300,2019/2/12,3306.352,3335.361,3298.634,3330.335,1222324.62,12283410.1,0.7217
300,2019/2/13,3337.779,3405.577,3329.144,3397.028,1638283.32,16886626.21,2.0026
300,2019/2/14,3392.855,3415.399,3381.982,3402.14,1511272.9,13864928.8,0.1505
300,2019/2/15,3391.242,3395.029,3335.871,3338.705,1436686.03,14155506.09,-1.8646
300,2019/2/18,3366.423,3445.745,3366.423,3445.745,1828860.89,18044974.25,3.206
300,2019/2/19,3454.722,3480.794,3419.073,3439.608,1790837.85,18576274.66,-0.1781
300,2019/2/20,3449.932,3463.774,3421.505,3451.927,1473903.11,14557026.31,0.3582
300,2019/2/21,3450.141,3500.252,3431.631,3442.706,1801432.87,18519715.48,-0.2671
300,2019/2/22,3439.378,3520.118,3417.978,3520.118,1872379.74,20286928.87,2.2486
300,2019/2/25,3575.853,3729.483,3574.689,3729.483,3425571.22,37638239.34,5.9477
300,2019/2/26,3734.706,3762.113,3679.271,3684.694,3580386.98,38763286.01,-1.2009
300,2019/2/27,3682.812,3737.632,3638.333,3678.392,2862360.07,30730614.81,-0.171
300,2019/2/28,3675.264,3695.465,3650.054,3669.37,1848102.2,20601095.82,-0.2453
300,2019/3/1,3699.216,3749.714,3668.765,3749.714,2047110.04,23562062.35,2.1896
300,2019/3/4,3783.037,3886.58,3764.776,3794.104,3234901.26,37639728.47,1.1838
300,2019/3/5,3785.376,3816.162,3770.786,3816.013,2308531.66,26146412.22,0.5774
300,2019/3/6,3822.859,3855.156,3787.523,3848.09,3180773.71,33115561.66,0.8406
300,2019/3/7,3841.146,3845.182,3778.8,3808.85,3298465.48,35933915.29,-1.0197
300,2019/3/8,3721.402,3774.543,3656.192,3657.579,3179900.77,34929669.12,-3.9716
300,2019/3/11,3663.977,3731.909,3650.813,3729.955,2309128.65,26871845.88,1.9788
300,2019/3/12,3758.315,3804.72,3723.679,3755.352,2749263.82,32518061.98,0.6809
300,2019/3/13,3758.713,3763.093,3708.815,3724.194,2336822.48,28617104.82,-0.8297
300,2019/3/14,3710.293,3747.819,3673.851,3698.486,1908172.37,23182014.94,-0.6903
300,2019/3/15,3713.936,3782.236,3713.936,3745.005,1751745.44,22419436.29,1.2578
300,2019/3/18,3753.644,3851.748,3733.678,3851.748,2169280.6,27647344.89,2.8503
300,2019/3/19,3856.589,3868.335,3815.219,3833.963,1817271.1,22409688.96,-0.4617
300,2019/3/20,3825.336,3855.147,3790.512,3835.44,1756320.9,21540699.36,0.0385
300,2019/3/21,3840.278,3864.07,3823.466,3836.891,1963103.1,23199344.56,0.0378
300,2019/3/22,3838.126,3845.581,3786.592,3833.801,1713569.93,19851838.63,-0.0805
300,2019/3/25,3776.443,3807.179,3741.606,3742.825,1985863.29,22339656.44,-2.373
300,2019/3/26,3766.529,3770.843,3687.547,3700.439,1730465.79,19654781.12,-1.1325
300,2019/3/27,3724.406,3750.264,3703.451,3743.388,1387584.54,17750752.84,1.1606
300,2019/3/28,3731.061,3755.716,3710.081,3728.395,1332721.29,17260439.29,-0.4005
300,2019/3/29,3739.774,3876.379,3739.774,3872.341,2156391.03,28302229.86,3.8608
300,2019/4/1,3901.17,3982.909,3901.17,3973.928,2713827.04,34079940.36,2.6234
300,2019/4/2,3986.344,3988.098,3956.506,3971.285,2260003.41,28189205.7,-0.0665
300,2019/4/3,3947.87,4026.497,3939.784,4022.157,2319173.68,28482649.54,1.281
300,2019/4/4,4039.742,4072.114,4021.706,4062.231,2604109.39,31353943.14,0.9963
300,2019/4/8,4097.103,4122.603,4017.489,4057.229,2675055.76,32467045.25,-0.1231
300,2019/4/9,4063.814,4084.243,4038.283,4075.43,1829568.08,24318791.31,0.4486
300,2019/4/10,4062.443,4115.378,4035.474,4085.847,1946876.13,27828202.51,0.2556
300,2019/4/11,4083.462,4097.125,3990.239,3997.578,1690496.41,23625915.67,-2.1604
300,2019/4/12,3986.782,4006.934,3961.464,3988.617,1358621.18,17879593.91,-0.2242
300,2019/4/15,4056.492,4085.388,3974.226,3975.524,1826455.71,23629872.14,-0.3283
300,2019/4/16,3958.096,4085.789,3943.488,4085.789,2020419.66,25056920.67,2.7736
300,2019/4/17,4080.717,4106.616,4057.503,4087.24,1803671.17,22882442.99,0.0355
300,2019/4/18,4085.115,4094.053,4056.236,4072.075,1465621.23,18781268.78,-0.371
300,2019/4/19,4076.295,4120.636,4046.204,4120.608,1507949.1,19470169.08,1.1918
300,2019/4/22,4125.972,4126.091,4015.475,4025.611,1893537.45,24438054.92,-2.3054
300,2019/4/23,4021.628,4061.086,4005.283,4019.005,1556116.5,20412150.58,-0.1641
300,2019/4/24,4033.629,4044.338,3967.806,4030.089,1454986.95,18649796.17,0.2758
300,2019/4/25,4013.603,4022.563,3938.325,3941.816,1597220.71,19753099.78,-2.1903
300,2019/4/26,3921.891,3943.833,3887.253,3889.275,1420080.68,18657213.71,-1.3329
300,2019/4/29,3896.582,3953.229,3875.452,3900.334,1538709.27,20394655.32,0.2843
300,2019/4/30,3887.18,3923.108,3885.147,3913.211,1162333.76,16166592.39,0.3302
300,2019/5/6,3775.077,3791.612,3647.141,3684.617,1974728.82,25411540.01,-5.8416
300,2019/5/7,3702.266,3738.177,3671.834,3720.668,1328476.54,18365915.92,0.9784
300,2019/5/8,3648.549,3722.933,3642.498,3667.457,1128673.55,14505848.64,-1.4301
300,2019/5/9,3637.346,3656.897,3584.823,3599.7,1010373.94,14182909.58,-1.8475
300,2019/5/10,3643.056,3732.924,3589.291,3730.451,1480038.47,19506717.08,3.6323
300,2019/5/13,3675.76,3702.901,3658,3668.726,1033918.6,13505392.67,-1.6546
300,2019/5/14,3630.439,3683.262,3630.439,3645.15,1023134.6,13526286.89,-0.6426
300,2019/5/15,3674.993,3741.041,3674.993,3727.092,1101617.69,15253454.68,2.248
300,2019/5/16,3720.039,3745.141,3707.903,3743.964,1162582.74,13985194.01,0.4527
300,2019/5/17,3744.875,3745.356,3637.583,3648.761,1284532.45,15409234.97,-2.5428
300,2019/5/20,3635.736,3644.5,3583.832,3617.792,1089634.77,13419426.26,-0.8488
300,2019/5/21,3619.437,3690.088,3610.682,3666.776,1110229.2,13307138.11,1.354
300,2019/5/22,3663.153,3679.273,3634.748,3649.38,983461.28,12177524.42,-0.4744
300,2019/5/23,3629.528,3631.474,3578.113,3583.965,998977.81,12561196.95,-1.7925
300,2019/5/24,3584.902,3623.39,3580.785,3593.914,809340.48,10133749.64,0.2776
300,2019/5/27,3592.603,3648.027,3556.257,3637.197,1088308.71,13339905.39,1.2043
300,2019/5/28,3633.018,3683.231,3627.788,3672.261,1178862.4,14896633.47,0.964
300,2019/5/29,3642.542,3693.227,3637.348,3663.909,933554.41,12000203.42,-0.2274
300,2019/5/30,3648.85,3650.972,3612.625,3641.183,942025.61,11286407.93,-0.6203
300,2019/5/31,3640.996,3668.18,3627.545,3629.789,892222.67,10826420.13,-0.3129
300,2019/6/3,3640.613,3672.814,3613.127,3632.013,1007231.8,12390244.64,0.0613
300,2019/6/4,3632.56,3636.128,3584.461,3598.467,870970.94,10946723.65,-0.9236
300,2019/6/5,3627.795,3634.454,3593.952,3597.105,886420.2,11463422.82,-0.0378
300,2019/6/6,3601.036,3601.036,3557.017,3564.678,855344.03,10436726.77,-0.9015
300,2019/6/10,3578.008,3623.73,3568.279,3610.744,923750.61,11734660.89,1.2923
300,2019/6/11,3617.524,3723.142,3617.524,3719.276,1434828.06,18089907.23,3.0058
300,2019/6/12,3706.864,3711.879,3683.939,3691.096,1191788.53,13229609.79,-0.7577
300,2019/6/13,3689.583,3697.592,3654.274,3685.393,963317.18,11045990.19,-0.1545
300,2019/6/14,3690.476,3709.652,3650.91,3654.88,1018170.04,11658426.06,-0.8279
300,2019/6/17,3654.443,3683.774,3645.498,3654.825,729766.78,9309258.13,-0.0015
300,2019/6/18,3661.13,3675.645,3638.78,3667.619,706922.66,8947283.98,0.3501
300,2019/6/19,3761.338,3771.347,3715.133,3715.938,1255957.15,17257417.78,1.3174
300,2019/6/20,3718.942,3845.791,3717.186,3828.518,1688720.73,22772698.2,3.0297
300,2019/6/21,3832.732,3856.086,3817.307,3833.938,1536351.55,19996161.76,0.1416
300,2019/6/24,3836.305,3853.545,3819.769,3841.266,1000846.21,14364473.17,0.1911
300,2019/6/25,3837.426,3838.058,3755.01,3801.31,1240759.12,16935879.33,-1.0402
300,2019/6/26,3779.513,3809.758,3771.716,3794.331,818202.83,11210685.9,-0.1836
300,2019/6/27,3807.538,3854.08,3805.833,3834.817,1053163.58,15648341.82,1.067
300,2019/6/28,3832.06,3835.233,3803.055,3825.587,847661.39,11651205.07,-0.2407
300,2019/7/1,3899.331,3936.668,3886.909,3935.812,1583703.4,21747025.11,2.8813
300,2019/7/2,3931.049,3942.426,3918.938,3937.169,1318634.96,17399704.51,0.0345
300,2019/7/3,3927.437,3927.437,3878.841,3893.534,1119926.03,16314573.09,-1.1083
300,2019/7/4,3895.198,3906.889,3854.693,3873.102,993422.56,14266925.52,-0.5248
300,2019/7/5,3875.374,3900.31,3857.928,3893.203,740065.27,11623652.21,0.519
300,2019/7/8,3875.755,3875.755,3775.026,3802.79,1095390.86,14719841.94,-2.3223
300,2019/7/9,3798.095,3811.099,3774.764,3793.13,748427.32,11314760.3,-0.254
300,2019/7/10,3807.95,3810.396,3774.23,3786.739,728339.48,10135547.7,-0.1685
300,2019/7/11,3806.186,3830.739,3774.414,3785.221,753119.65,11367461.62,-0.0401
300,2019/7/12,3783.073,3820.235,3774.522,3808.731,754659.67,10700792.4,0.6211
300,2019/7/15,3792.641,3844.868,3745.855,3824.188,1012052.22,14249304.66,0.4058
300,2019/7/16,3819.247,3828.326,3799.867,3806.845,807309.52,10844968.28,-0.4535
300,2019/7/17,3800.106,3820.271,3787.897,3804.638,951838.85,11676678.11,-0.058
300,2019/7/18,3793.189,3793.392,3767.996,3768.402,874964.45,11166936.55,-0.9524
300,2019/7/19,3787.508,3828.151,3787.508,3807.955,880861.49,11779752.82,1.0496
300,2019/7/22,3813.502,3816.539,3765.443,3781.683,921013.77,11781044.81,-0.6899
300,2019/7/23,3783.541,3792.965,3768.761,3789.914,713133.46,10386660.88,0.2177
300,2019/7/24,3803.587,3840.058,3803.574,3819.833,909406.84,12994058.72,0.7894
300,2019/7/25,3821.39,3851.067,3812.953,3851.067,937404.17,12589950.26,0.8177
300,2019/7/26,3835.228,3863.588,3832.522,3858.569,832593,11092972.87,0.1948
300,2019/7/29,3857.939,3862.747,3842.426,3854.27,848143.7,11167910.88,-0.1114
300,2019/7/30,3861.57,3890.73,3861.57,3870.318,941239.55,12048028,0.4164
300,2019/7/31,3856.745,3856.745,3830.091,3835.359,821511.55,11108389.28,-0.9033
300,2019/8/1,3819.324,3831.264,3791.546,3803.469,841141.8,11764916.39,-0.8315
300,2019/8/2,3729.131,3754.533,3720.058,3747.438,1083358.97,14187478.76,-1.4732
300,2019/8/5,3724.41,3739.503,3675.688,3675.688,1013259.81,13306110.14,-1.9146
300,2019/8/6,3609.112,3649.895,3575.863,3636.329,1298338.71,16726747.96,-1.0708
300,2019/8/7,3654.632,3659.078,3621.431,3621.431,842387.16,10866766.8,-0.4097
300,2019/8/8,3651.357,3675.46,3646.939,3669.294,884577.07,11498161.61,1.3217
300,2019/8/9,3686.749,3689.177,3628.116,3633.53,852955.8,11635569,-0.9747
300,2019/8/12,3647.866,3699.105,3643.316,3699.105,820830.56,12112934.52,1.8047
300,2019/8/13,3675.587,3686.43,3658.013,3665.752,765003.02,10376431.94,-0.9017
300,2019/8/14,3712.066,3717.558,3680.609,3682.402,912025.9,12830167.11,0.4542
300,2019/8/15,3618.009,3694.299,3612.111,3694.001,885988.32,11924108.26,0.315
300,2019/8/16,3697.941,3738.096,3687.075,3710.539,883191.69,13269691.03,0.4477
300,2019/8/19,3736.034,3791.095,3720.689,3791.095,1393270.13,19544893.95,2.171
300,2019/8/20,3786.026,3799.898,3778.731,3787.732,1086020.88,14911534.07,-0.0887
300,2019/8/21,3778.309,3792.596,3775.447,3781.758,822998.8,12168850.51,-0.1577
300,2019/8/22,3793.855,3797.329,3771.205,3793.506,858077.92,12070813.61,0.3106
300,2019/8/23,3796.882,3829.361,3788.035,3820.864,879545.83,13780215.4,0.7212
300,2019/8/26,3756.362,3778.867,3753.165,3765.911,938592.69,14235098.55,-1.4382
300,2019/8/27,3791.459,3848.236,3790.873,3816.946,1247314.78,18174878.41,1.3552
300,2019/8/28,3818.813,3822.588,3790.138,3802.584,887508.12,13766727.72,-0.3763
300,2019/8/29,3805.494,3808.595,3774.397,3790.187,840833.87,12647567.66,-0.326
300,2019/8/30,3816.678,3828.97,3778.919,3799.586,966951.5,15240866.87,0.248
300,2019/9/2,3803.689,3855.777,3799.817,3848.32,1102893.49,16499445.86,1.2826
300,2019/9/3,3852.579,3856.681,3833.757,3853.611,977146.31,14627063.38,0.1375
300,2019/9/4,3848.648,3886.001,3846.422,3886.001,1266286.15,17683974.48,0.8405
300,2019/9/5,3909.209,3970.004,3909.209,3925.323,1816562.31,24468122.55,1.0119
300,2019/9/6,3946.685,3948.54,3922.336,3948.508,1218823.76,18171827,0.5907
300,2019/9/9,3980.958,3985.239,3954.876,3972.948,1468097.54,20954538.72,0.619
300,2019/9/10,3976.87,3976.923,3938.744,3959.265,1308893.86,18449434.99,-0.3444
300,2019/9/11,3969.676,3971.224,3922.953,3930.1,1315948.75,19016500.75,-0.7366
300,2019/9/12,3944.692,3975.931,3933.437,3972.38,1102412.73,15675065.31,1.0758
300,2019/9/16,3981.362,3982.204,3943.373,3957.715,1102598.05,15473655.23,-0.3692
300,2019/9/17,3947.158,3947.158,3879.485,3891.221,1136943.17,15489929.99,-1.6801
300,2019/9/18,3902.995,3923.146,3902.511,3910.084,820561.52,13015955.77,0.4848
300,2019/9/19,3923.963,3924.382,3897.067,3924.382,859842.38,12742179.12,0.3657
300,2019/9/20,3933.459,3942.224,3921.412,3935.651,1034559.55,15316258.85,0.2872
300,2019/9/23,3925.186,3925.186,3868.214,3890.662,940362.25,13922350.65,-1.1431
300,2019/9/24,3895.866,3927.012,3886.14,3901.076,877832.3,14234139.97,0.2677
300,2019/9/25,3887.555,3889.839,3867.228,3870.984,895208.35,13322446.36,-0.7714
300,2019/9/26,3884.702,3890.745,3840.247,3841.139,1026983.01,15080675,-0.771
300,2019/9/27,3843.458,3859.5,3832.247,3852.653,740039.47,10913048.4,0.2998
300,2019/9/30,3842.074,3857.232,3813.549,3814.528,659313.13,10048727.11,-0.9896
300,2019/10/8,3818.589,3861.643,3818.589,3837.679,766578.6,11836568.25,0.6069
300,2019/10/9,3822.607,3845.34,3805.067,3843.239,758545.12,11240620.7,0.1449
300,2019/10/10,3838.487,3877.142,3829.433,3874.639,792226.94,12747404.29,0.817
300,2019/10/11,3885.52,3922.369,3868.842,3911.725,934125.77,13981729.83,0.9571
300,2019/10/14,3944.859,3983.812,3934.733,3953.241,1223936.11,16785713.12,1.0613
300,2019/10/15,3953.165,3953.165,3928.151,3936.25,852739.49,12511710.7,-0.4298
300,2019/10/16,3939.276,3964.046,3919.017,3922.685,832297.07,12855853.35,-0.3446
300,2019/10/17,3929.386,3935.812,3913.917,3925.222,648637.45,9999185.04,0.0647
300,2019/10/18,3935.42,3940.541,3864.965,3869.378,823211.4,12218692.71,-1.4227
300,2019/10/21,3865.344,3884.745,3856.037,3880.84,741829.18,11085823.58,0.2962
300,2019/10/22,3896.315,3897.435,3870.549,3895.881,689185.66,10284337.12,0.3876
300,2019/10/23,3892.677,3901.424,3862.197,3871.085,701986.25,9973359.84,-0.6365
300,2019/10/24,3877.924,3890.196,3852.583,3870.668,713345.75,10509695.16,-0.0108
300,2019/10/25,3871.769,3899.722,3849.034,3896.792,774536.2,12667748.4,0.6749
300,2019/10/28,3904.982,3927.796,3897.818,3926.585,974060.2,15076220.17,0.7646
300,2019/10/29,3929.708,3932.375,3910.226,3910.226,822570.75,13961142.03,-0.4166
300,2019/10/30,3904.717,3908.1,3883.447,3891.226,778729.23,12261050.17,-0.4859
300,2019/10/31,3906.859,3907.151,3878.876,3886.752,867145.39,13501242.55,-0.115
300,2019/11/1,3883.808,3956.08,3876.416,3952.387,1006896.12,15147106.13,1.6887
300,2019/11/4,3964.005,3985.357,3964.005,3978.122,1041938.55,15448536.18,0.6511
300,2019/11/5,3982.116,4030.638,3970.866,4002.813,1129118.8,16331785.61,0.6207
300,2019/11/6,4006.327,4007.501,3973.776,3984.882,973129.52,13985976.35,-0.448
300,2019/11/7,3984.553,4005.383,3975.548,3991.875,872548.98,11775155.43,0.1755
300,2019/11/8,4017.674,4022.036,3971.573,3973.011,971069.48,13902667.34,-0.4726
300,2019/11/11,3948.619,3948.619,3897.55,3902.978,941556.21,13033008.23,-1.7627
300,2019/11/12,3905.958,3914.882,3877.74,3903.689,765430.69,10882823.58,0.0182
300,2019/11/13,3905.283,3908.42,3882.431,3899.982,767490.78,11205714.65,-0.095
300,2019/11/14,3905.928,3916.946,3895.142,3905.857,870084.46,11979156.68,0.1506
300,2019/11/15,3908.489,3915.105,3877.089,3877.089,837309.17,11542302.09,-0.7365
300,2019/11/18,3874.441,3913.103,3868.317,3907.929,766459.93,10708581.99,0.7954
300,2019/11/19,3904.1,3947.039,3902.378,3947.039,821610.25,12322717.26,1.0008
300,2019/11/20,3940.134,3943.227,3901.987,3907.864,768153.33,11800306.27,-0.9925
300,2019/11/21,3894.539,3901.826,3875.968,3889.598,691305.38,10414776.93,-0.4674
300,2019/11/22,3894.174,3918.839,3833.503,3849.995,910426.39,14698116.21,-1.0182
300,2019/11/25,3850.966,3878.251,3839.42,3878.206,1060662.89,14085107.63,0.7328
300,2019/11/26,3893.435,3899.11,3869.595,3891.653,1115135.37,14021363.31,0.3467
300,2019/11/27,3883.429,3889.978,3862.701,3875.619,764373.05,10723882.2,-0.412
300,2019/11/28,3877.901,3887.69,3852.011,3862.303,652301.19,8708178.89,-0.3436
300,2019/11/29,3857.188,3861.658,3804.829,3828.671,741443.31,11620055.69,-0.8708
300,2019/12/2,3835.513,3854.751,3829.313,3836.059,774121.73,10999259.25,0.193
300,2019/12/3,3829.212,3851.121,3811.628,3851.087,736112.4,10870371.5,0.3918
300,2019/12/4,3841.663,3852.992,3831.075,3849.819,796833.85,10964634.28,-0.0329
300,2019/12/5,3863.609,3883.403,3859.822,3879.364,890511.93,12935759.28,0.7674
300,2019/12/6,3885.058,3902.385,3878.7,3902.385,786488.87,11642477.58,0.5934
300,2019/12/9,3909.53,3911.968,3885.251,3895.447,953538.06,13087309.82,-0.1778
300,2019/12/10,3886.444,3900.959,3882.088,3900.384,862629.28,12111841.28,0.1267
300,2019/12/11,3907.159,3909.385,3890.341,3902.749,997654.8,12769040.34,0.0606
300,2019/12/12,3908.454,3908.454,3886.119,3891.024,847083.3,11787431.37,-0.3004
300,2019/12/13,3928.004,3969.457,3925.276,3968.221,1485713.49,20101888.58,1.984
300,2019/12/16,3970.709,3987.587,3953.513,3987.546,1484866.7,20215489.53,0.487
300,2019/12/17,3987.743,4067.136,3984.519,4041.8,2011629.37,25163786.53,1.3606
300,2019/12/18,4039.724,4057.64,4025.343,4032.783,1513517.64,19762020.75,-0.2231
300,2019/12/19,4034.616,4038.544,4014.895,4027.15,1179005.58,15255380.91,-0.1397
300,2019/12/20,4032.152,4046.726,4014.93,4017.253,1212676.62,15846023.24,-0.2458
300,2019/12/23,4014.693,4032.172,3964.38,3967.096,1228162.46,16204826.15,-1.2485
300,2019/12/24,3971.56,3994.509,3963.665,3992.958,959890.45,12249916.33,0.6519
300,2019/12/25,3988.657,4000.556,3976.356,3990.867,949388.9,13189646.7,-0.0524
300,2019/12/26,3993.669,4025.988,3993.541,4025.988,1088606.4,14081496.82,0.88
300,2019/12/27,4029.245,4066.796,4019.722,4022.028,1509264.11,19509041.7,-0.0984
300,2019/12/30,4015.52,4083.69,4001.495,4081.633,1559714.88,21681466,1.482
300,2019/12/31,4077.752,4098.144,4069.009,4096.582,1232642.58,17311934.85,0.3663
300,2020/1/2,4121.349,4172.656,4121.349,4152.241,1821167.72,27010553.2,1.3587
300,2020/1/3,4161.219,4164.299,4131.864,4144.965,1428262.44,21521628.83,-0.1752
300,2020/1/6,4120.521,4170.638,4102.38,4129.295,1753099.53,25018207.13,-0.378
300,2020/1/7,4137.402,4161.25,4135.097,4160.227,1394890.31,19638905.97,0.7491
300,2020/1/8,4139.632,4149.813,4101.98,4112.317,1675858.5,21240626.39,-1.1516
300,2020/1/9,4145.535,4165.657,4143.592,4164.37,1368863.24,20015035.29,1.2658
300,2020/1/10,4177.578,4180.977,4148.482,4163.185,1130317.19,17782741.37,-0.0285
300,2020/1/13,4166.925,4203.988,4148.601,4203.988,1196919.82,19979548.97,0.9801
300,2020/1/14,4215.158,4223.508,4188.081,4189.886,1293207.83,19622126.34,-0.3354
300,2020/1/15,4186.881,4193.869,4150.88,4166.734,1046331.36,16308193.06,-0.5526
300,2020/1/16,4174.817,4175.294,4142.18,4149.043,1002676.42,15624250.58,-0.4246
300,2020/1/17,4162.194,4177.028,4141.645,4154.853,987256.82,16659159.16,0.14
300,2020/1/20,4170.737,4185.963,4149.488,4185.83,1224091.47,20269228.74,0.7456
300,2020/1/21,4165.02,4165.02,4113.325,4114.309,1305275.07,20458688.05,-1.7086
300,2020/1/22,4093.801,4141.177,4046.487,4131.931,1267587.63,20813615.08,0.4283
300,2020/1/23,4093.323,4103.524,3972.393,4003.901,1603576.03,25040935.77,-3.0986
300,2020/2/3,3639.909,3732.157,3639.909,3688.358,1575596.47,24330310.54,-7.8809
300,2020/2/4,3652.004,3786.863,3652.004,3785.638,2139333.28,29816576.76,2.6375
300,2020/2/5,3801.099,3866.011,3781.613,3828.527,1749255.24,26404292.09,1.1329
300,2020/2/6,3841.754,3914.915,3806.96,3899.775,1764622.35,26282008.85,1.861
300,2020/2/7,3879.553,3899.884,3849.713,3899.869,1517317.59,23750881.63,0.0024
300,2020/2/10,3872.374,3920.167,3861.007,3916.005,1484069.69,22962544.19,0.4138
300,2020/2/11,3926.42,3970.522,3915.708,3952.464,1434416.74,21930711.94,0.931
300,2020/2/12,3945.666,3984.433,3940.667,3984.433,1267103.21,20077670.66,0.8088
300,2020/2/13,3985.876,3999.55,3950.142,3959.919,1450018.43,22860596.48,-0.6152
300,2020/2/14,3954.234,4001.563,3954.023,3987.734,1432398.03,22289507.36,0.7024
300,2020/2/17,3999.651,4077.446,3999.651,4077.424,1827789.69,27306781.73,2.2491
300,2020/2/18,4069.832,4076.388,4027.786,4057.511,1632362.2,24255251.73,-0.4884
300,2020/2/19,4049.586,4085.17,4042.845,4051.311,1690464.41,25755453.57,-0.1528
300,2020/2/20,4062.897,4148.529,4055.811,4144.656,2122326.24,31083558.92,2.3041
300,2020/2/21,4134.875,4184.438,4130.168,4149.49,2172136.04,32656400.36,0.1166
300,2020/2/24,4131.836,4149.01,4097.175,4132.839,2128693.03,32638780.06,-0.4013
300,2020/2/25,4066.302,4126.708,4020.908,4123.854,2441678.31,37221371.7,-0.2174
300,2020/2/26,4070.099,4132.782,4061.125,4073.015,2610940.61,36602241.79,-1.2328
300,2020/2/27,4084.078,4110.528,4067.441,4084.876,1812909.81,28205020.64,0.2912
300,2020/2/28,3988.727,4031.145,3928.066,3940.049,2302750.93,33035890.73,-3.5454
300,2020/3/2,3968.844,4092.539,3968.844,4069.666,2193135.59,31742620.55,3.2897
300,2020/3/3,4125.136,4147.653,4067.909,4091.362,2193697.77,33080258.46,0.5331
300,2020/3/4,4078.5,4115.262,4060.729,4115.052,1824247.3,28178486.38,0.579
300,2020/3/5,4150.21,4215.851,4127.039,4206.725,2318231.15,36283883.18,2.2277
300,2020/3/6,4158.202,4181.31,4135.39,4138.507,1724757.17,25316863.2,-1.6216
300,2020/3/9,4063.076,4063.076,3995.131,3997.133,2081020.35,30542873.03,-3.4161
300,2020/3/10,3975.229,4093.002,3954.751,4082.732,1974164.02,29618443.59,2.1415
300,2020/3/11,4090.935,4091.27,4028.396,4028.429,1616561.11,24499087.27,-1.3301
300,2020/3/12,3976.114,3987.434,3926.27,3950.911,1570604.58,23315284.88,-1.9243
300,2020/3/13,3771.014,3937.181,3765.148,3895.313,1882967.22,28021345.32,-1.4072
300,2020/3/16,3899.86,3899.86,3720.513,3727.84,1859682.6,28283623.83,-4.2993
300,2020/3/17,3739.783,3786.891,3618.307,3709.682,1662461.29,25082402.57,-0.4871
300,2020/3/18,3729.685,3775.851,3636.257,3636.257,1550375.47,24412716.15,-1.9793
300,2020/3/19,3623.789,3647.987,3503.187,3589.093,1808074.07,27182746.8,-1.297
300,2020/3/20,3629.513,3663.952,3588.777,3653.224,1396030,21122300,1.7868
300,2020/3/23,3542.684,3585.801,3523.788,3530.306,1371087.9,19766962.5,-3.3646
300,2020/3/24,3598.655,3627.759,3545.452,3625.115,1431030.21,20855384.07,2.6856
300,2020/3/25,3711.475,3732.654,3685.994,3722.518,1534959.58,23156151.88,2.6869
300,2020/3/26,3692.608,3736.254,3681.267,3698.047,1123106.65,16933631.19,-0.6574
300,2020/3/27,3746.391,3758.783,3709.921,3710.061,1240609.95,18610342.63,0.3249
300,2020/3/30,3657.462,3690.639,3637.585,3674.111,1268766.73,18064079.94,-0.969
300,2020/3/31,3708.14,3716.071,3676.202,3686.155,1114530.25,16159551,0.3278
300,2020/4/1,3682.297,3731.78,3670.965,3675.076,1193526.2,17042256.88,-0.3006
300,2020/4/2,3656.323,3734.531,3652.317,3734.531,1151682.09,16889325.57,1.6178
300,2020/4/3,3721.482,3738.832,3698.982,3713.218,998250.83,15013281.5,-0.5707
300,2020/4/7,3779.908,3803.629,3772.205,3798.021,1427780.3,20764282.03,2.2838
